,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
340,Sørland,67.667,12.6934,34.81,84,100,24.87,NO,2021-01-30
341,Ojinaga,29.5667,-104.4167,69.8,17,1,2.8,MX,2021-01-30
342,Kapuskasing,49.4169,-82.4331,19.4,86,100,26.46,CA,2021-01-30
343,Larsnes,62.2028,5.5773,27.0,63,20,6.91,NO,2021-01-30
344,Peterhead,57.5058,-1.7981,35.6,93,90,16.11,GB,2021-01-30
345,Shakawe,-18.3667,21.85,68.97,93,100,2.26,BW,2021-01-30
346,Manaure,11.7751,-72.4445,79.5,66,96,15.5,CO,2021-01-30
347,Xining,36.6167,101.7667,21.6,57,99,2.08,CN,2021-01-30
348,Hay River,60.8156,-115.7999,-23.8,69,100,4.61,CA,2021-01-30
349,Nishihara,26.1842,127.7558,71.6,43,20,5.75,JP,2021-01-30
350,Salalah,17.0151,54.0924,69.8,68,20,3.44,OM,2021-01-30
351,Yar-Sale,66.8333,70.8333,-18.44,88,100,10.76,RU,2021-01-30
352,Gladstone,-23.85,151.25,84.2,54,40,8.05,AU,2021-01-30
353,Blackfalds,52.3834,-113.7853,-7.6,84,90,4.61,CA,2021-01-30
354,Kumul,42.8,93.45,27.3,85,0,5.01,CN,2021-01-30
355,Piaçabuçu,-10.4056,-36.4344,78.89,78,29,15.19,BR,2021-01-30
356,Careiro da Várzea,-3.2003,-59.8119,82.4,78,40,2.3,BR,2021-01-30
357,Nara,34.6851,135.8049,55.0,61,20,1.14,JP,2021-01-30
358,Bell Ville,-32.6259,-62.6887,68.0,89,0,1.01,AR,2021-01-30
359,Coari,-4.085,-63.1414,76.77,93,98,1.66,BR,2021-01-30
360,Alizai,33.5383,70.3462,42.01,62,0,1.23,PK,2021-01-30
361,Luangwa,-15.6167,30.4167,73.24,93,100,1.97,ZM,2021-01-30
362,Mogok,22.9167,96.5,56.97,59,0,2.62,MM,2021-01-30
363,Manokwari,-0.8667,134.0833,82.36,73,83,6.71,ID,2021-01-30
364,Yankton,42.8711,-97.3973,15.8,67,1,9.22,US,2021-01-30
365,Kaduna,10.5222,7.4383,72.18,22,0,11.14,NG,2021-01-30
366,Ostrovnoy,68.0531,39.5131,15.35,92,100,10.29,RU,2021-01-30
367,Visnes,59.3556,5.2242,23.0,73,1,5.75,NO,2021-01-30
368,Hatillo,18.4863,-66.8254,75.0,83,1,12.53,PR,2021-01-30
369,Begichevskiy,53.7961,38.255,3.63,94,100,11.99,RU,2021-01-30
370,Davenda,53.5556,119.317,-12.44,83,3,3.06,RU,2021-01-30
371,Calabozo,8.9242,-67.4293,85.37,43,100,6.24,VE,2021-01-30
372,George Town,5.4112,100.3354,81.0,83,20,5.06,MY,2021-01-30
373,Trat,12.5,102.5,81.0,54,76,3.76,TH,2021-01-30
374,Fukuechō,32.6881,128.8419,50.0,100,40,1.14,JP,2021-01-30
375,Kang,-23.6752,22.7876,66.29,93,91,5.84,BW,2021-01-30
376,Portland,45.5234,-122.6762,52.0,85,75,5.53,US,2021-01-30
377,Helong,42.5397,128.9972,27.54,91,98,3.98,CN,2021-01-30
378,Kikwit,-5.041,18.8162,74.07,90,100,0.31,CD,2021-01-30
379,Mount Darwin,-16.7725,31.5838,67.48,96,41,3.31,ZW,2021-01-30
380,Huoqiu,32.3394,116.2694,50.38,60,16,6.26,CN,2021-01-30
381,Tual,-5.6667,132.75,83.89,78,100,17.58,ID,2021-01-30
382,Preston,53.7667,-2.7167,44.01,87,100,7.0,GB,2021-01-30
383,Saldanha,-33.0117,17.9442,62.6,82,0,10.36,ZA,2021-01-30
384,Cabedelo,-6.9811,-34.8339,78.8,83,20,4.61,BR,2021-01-30
385,Naco,31.3347,-109.9483,55.0,18,0,5.99,MX,2021-01-30
386,Dehlorān,32.6941,47.2679,62.38,52,100,12.53,IR,2021-01-30
387,Arcoverde,-8.4189,-37.0539,72.39,67,10,9.4,BR,2021-01-30
388,Ucluelet,48.9329,-125.5528,48.2,76,20,16.11,CA,2021-01-30
389,Florø,61.5996,5.0328,24.8,54,0,3.44,NO,2021-01-30
390,Destin,30.3935,-86.4958,54.0,58,90,9.22,US,2021-01-30
391,Freeport,40.6576,-73.5832,39.99,81,1,11.88,US,2021-01-30
392,Harper,4.375,-7.7169,79.14,89,0,8.39,LR,2021-01-30
393,Aklavik,68.2191,-135.0107,-32.8,68,20,4.61,CA,2021-01-30
394,Makali,8.6333,-11.6667,68.97,79,0,0.92,SL,2021-01-30
395,Kuching,1.55,110.3333,77.0,94,40,0.58,MY,2021-01-30
396,Savé,8.0425,2.486,79.63,79,89,6.71,BJ,2021-01-30
397,Winslow,35.0242,-110.6974,53.6,20,1,7.4,US,2021-01-30
398,Upernavik,72.7868,-56.1549,4.53,71,100,6.06,GL,2021-01-30
399,Ambanja,-13.6833,48.45,74.59,89,100,3.62,MG,2021-01-30
400,Umluj,25.0213,37.2685,67.26,58,0,6.42,SA,2021-01-30
401,Bockenem,52.0099,10.132,36.0,95,100,9.44,DE,2021-01-30
402,Lázaro Cárdenas,17.9583,-102.2,75.65,75,0,3.44,MX,2021-01-30
403,Filingué,14.3521,3.3168,73.06,20,0,11.9,NE,2021-01-30
404,Inírida,3.8653,-67.9239,76.68,93,100,1.99,CO,2021-01-30
405,Okhotsk,59.3833,143.3,3.24,89,100,6.42,RU,2021-01-30
406,Charter Township of Clinton,42.587,-82.9199,19.0,67,40,12.66,US,2021-01-30
407,Balabac,7.9868,117.0645,81.46,78,100,8.97,PH,2021-01-30
408,Mana,5.6592,-53.7767,77.31,85,98,13.02,GF,2021-01-30
409,São Sebastião,-23.76,-45.4097,73.53,83,37,1.54,BR,2021-01-30
410,Coquimbo,-29.9533,-71.3436,60.8,88,75,6.91,CL,2021-01-30
411,Yongzhou,26.4559,111.5988,54.09,71,0,1.72,CN,2021-01-30
412,Kaya,13.0917,-1.0844,75.45,19,0,8.41,BF,2021-01-30
413,Kununurra,-15.7667,128.7333,84.2,89,40,5.75,AU,2021-01-30
414,Cedrales,-25.65,-54.7,68.0,77,0,3.44,PY,2021-01-30
415,Kushmurun,52.4503,64.6311,34.5,97,100,14.52,KZ,2021-01-30
416,Agbor,6.2518,6.1934,78.93,84,47,5.84,NG,2021-01-30
417,Chilca,-12.5211,-76.7372,75.99,83,0,11.5,PE,2021-01-30
418,Svay Rieng,11.0879,105.7993,76.71,71,80,3.85,KH,2021-01-30
419,Ulaangom,49.9811,92.0667,-5.53,87,100,0.89,MN,2021-01-30
420,Christchurch,-43.5333,172.6333,66.2,55,75,17.27,NZ,2021-01-30
421,Tiznit Province,29.5833,-9.5,50.79,74,100,6.24,MA,2021-01-30
422,Bahía Blanca,-38.7196,-62.2724,85.03,15,0,7.7,AR,2021-01-30
423,São Gabriel da Cachoeira,-0.1303,-67.0892,74.52,98,100,2.17,BR,2021-01-30
424,Diamantino,-14.4086,-56.4461,75.76,85,100,2.73,BR,2021-01-30
425,Seabra,-12.4186,-41.7703,72.1,73,100,1.68,BR,2021-01-30
426,Homer,59.6425,-151.5483,26.01,93,90,5.75,US,2021-01-30
427,Flinders,-34.5833,150.8552,70.0,92,100,14.0,AU,2021-01-30
428,Buala,-8.145,159.5921,86.5,65,3,10.56,SB,2021-01-30
429,Matonga,-2.3833,34.0833,65.08,75,85,1.3,TZ,2021-01-30
430,Juneau,58.3019,-134.4197,30.0,86,90,4.61,US,2021-01-30
431,Beringovskiy,63.05,179.3167,-3.62,88,100,7.96,RU,2021-01-30
432,Black Forest,39.0131,-104.7008,34.0,32,40,5.75,US,2021-01-30
433,Amboasary,-25.0333,46.3833,78.8,89,20,2.21,MG,2021-01-30
434,Burnie,-41.0667,145.9167,61.0,85,0,5.01,AU,2021-01-30
435,Yeppoon,-23.1333,150.7333,87.8,48,40,5.75,AU,2021-01-30
436,Rundu,-17.9333,19.7667,69.55,87,100,2.04,NA,2021-01-30
437,Hokitika,-42.7167,170.9667,65.43,70,100,6.17,NZ,2021-01-30
438,Miechów,50.3565,20.0279,27.0,86,75,12.66,PL,2021-01-30
439,Kalyazin,57.2403,37.8433,1.87,93,100,10.76,RU,2021-01-30
440,Morón,-34.6534,-58.6198,73.0,72,0,1.99,AR,2021-01-30
441,Departamento de Maldonado,-34.6667,-54.9167,64.99,77,20,4.61,UY,2021-01-30
442,Walvis Bay,-22.9575,14.5053,64.0,94,5,5.75,NA,2021-01-30
443,Cambrils,41.0748,1.0524,59.0,62,0,8.05,ES,2021-01-30
444,Wum,6.3833,10.0667,66.97,26,0,3.74,CM,2021-01-30
445,Odienné,9.51,-7.5692,75.04,21,89,1.83,CI,2021-01-30
446,Uspenka,48.3903,39.1619,22.68,86,58,15.03,UA,2021-01-30
447,Paamiut,61.994,-49.6678,21.29,77,0,5.88,GL,2021-01-30
448,Kaitangata,-46.2817,169.8464,62.01,71,91,8.01,NZ,2021-01-30
449,San Cristobal,7.7669,-72.225,67.69,83,100,1.9,VE,2021-01-30
450,Kostelec nad Labem,50.2265,14.5855,37.99,93,90,5.75,CZ,2021-01-30
451,Austin,30.2672,-97.7431,53.6,58,20,5.75,US,2021-01-30
452,Immokalee,26.4187,-81.4173,66.99,82,40,3.44,US,2021-01-30
453,Kyra,49.5776,111.9753,-6.54,82,0,4.92,RU,2021-01-30
454,Hofn,64.2539,-15.2082,37.42,78,100,16.26,IS,2021-01-30
455,Sola,-13.8833,167.55,81.52,79,34,11.95,VU,2021-01-30
456,Dingle,10.9995,122.6711,80.94,80,81,12.19,PH,2021-01-30
457,Klyuchi,52.2667,79.1667,29.1,98,100,6.38,RU,2021-01-30
458,Iqaluit,63.7506,-68.5145,23.0,86,75,24.16,CA,2021-01-30
459,Sambava,-14.2667,50.1667,74.89,90,100,6.29,MG,2021-01-30
460,Birao,10.2849,22.7882,69.15,23,51,13.62,CF,2021-01-30
461,Misratah,32.3754,15.0925,63.64,45,37,12.64,LY,2021-01-30
462,Mackay,-21.15,149.2,84.99,69,90,5.75,AU,2021-01-30
463,Tateyama,34.9833,139.8667,55.4,41,75,13.8,JP,2021-01-30
464,Hobyo,5.3505,48.5268,75.54,74,27,15.03,SO,2021-01-30
465,Henties Bay,-22.116,14.2845,64.0,90,35,1.01,NA,2021-01-30
466,Abhā,18.2164,42.5053,53.6,66,0,11.5,SA,2021-01-30
467,Labytnangi,66.6572,66.4183,-17.77,86,87,13.49,RU,2021-01-30
468,Broome,42.2506,-75.833,30.2,59,90,14.97,US,2021-01-30
469,Bairiki Village,1.3292,172.9752,86.0,70,75,6.91,KI,2021-01-30
470,Esmeraldas,-19.7625,-44.3139,69.8,94,75,4.61,BR,2021-01-30
471,Gōtsuchō,35.0,132.2167,46.4,66,20,9.22,JP,2021-01-30
472,Curvelo,-18.7564,-44.4308,74.43,82,100,3.49,BR,2021-01-30
473,Chenzhou,25.8,113.0333,57.85,70,23,0.94,CN,2021-01-30
474,Sal Rei,16.1833,-22.9167,68.0,73,40,14.97,CV,2021-01-30
475,Tura,25.5198,90.2201,58.77,51,0,2.35,IN,2021-01-30
476,Mayumba,-3.432,10.6554,78.44,83,99,2.84,GA,2021-01-30
477,Carutapera,-1.195,-46.02,77.5,81,11,7.09,BR,2021-01-30
478,Merauke,-8.4667,140.3333,85.12,73,100,17.45,ID,2021-01-30
479,Srednekolymsk,67.45,153.6833,-20.6,84,0,3.06,RU,2021-01-30
480,Dudinka,69.4058,86.1778,-30.19,84,100,4.54,RU,2021-01-30
481,Galesburg,40.9478,-90.3712,12.99,73,1,6.91,US,2021-01-30
482,Nantucket,41.2835,-70.0995,42.01,100,90,8.05,US,2021-01-30
483,Hoima,1.4356,31.3436,72.64,52,100,1.61,UG,2021-01-30
484,Staroshcherbinovskaya,46.6311,38.6742,28.09,85,44,12.37,RU,2021-01-30
485,Cockburn Town,21.4612,-71.1419,77.13,84,0,20.09,TC,2021-01-30
486,Faya,18.3851,42.4509,53.6,66,0,11.5,SA,2021-01-30
487,Samaná,19.2056,-69.3369,75.38,86,0,7.14,DO,2021-01-30
488,Magole,-6.3667,37.3667,73.4,94,40,1.68,TZ,2021-01-30
489,San Ramon,37.7799,-121.978,64.4,36,1,9.22,US,2021-01-30
490,Betafo,-19.8333,46.85,62.87,88,95,1.9,MG,2021-01-30
491,Dumbrăveşti,45.0833,26.0,35.6,100,40,5.75,RO,2021-01-30
492,Mandera,3.9366,41.867,73.22,74,0,10.8,KE,2021-01-30
493,San Rafael,-34.6177,-68.3301,79.41,27,0,6.58,AR,2021-01-30
494,Tuljāpur,18.0,76.0833,62.62,42,11,6.29,IN,2021-01-30
495,Kiryat Gat,31.61,34.7642,57.99,100,13,0.89,IL,2021-01-30
496,Alyangula,-13.8483,136.4192,78.8,94,90,17.27,AU,2021-01-30
497,Barbosa Ferraz,-24.03,-52.0117,71.6,68,0,6.91,BR,2021-01-30
498,Carros,43.7894,7.184,53.01,82,0,9.22,FR,2021-01-30
499,Gonder,12.6,37.4667,49.59,48,99,3.87,ET,2021-01-30
500,Yatou,37.15,122.3833,44.42,61,0,9.64,CN,2021-01-30
501,Fort Walton Beach,30.4058,-86.6188,54.0,58,90,4.61,US,2021-01-30
502,Oyem,1.5995,11.5793,69.4,92,83,3.36,GA,2021-01-30
503,Margate,51.3813,1.3862,45.0,92,0,1.01,GB,2021-01-30
504,Pervomayskiy,53.2485,40.2871,10.0,74,100,11.01,RU,2021-01-30
505,Fairbanks,64.8378,-147.7164,-2.2,65,90,2.73,US,2021-01-30
506,Centerville,39.6284,-84.1594,32.0,64,75,5.75,US,2021-01-30
507,Lüderitz,-26.6481,15.1594,70.23,51,0,21.12,NA,2021-01-30
508,Severobaykal'sk,55.65,109.3167,-1.88,83,100,3.13,RU,2021-01-30
509,Yumen,40.2833,97.2,29.52,70,100,15.26,CN,2021-01-30
510,Ciudad Bolivar,8.1222,-63.5497,80.83,65,100,16.51,VE,2021-01-30
511,Bouillante,16.1304,-61.7692,75.2,73,0,6.91,GP,2021-01-30
512,Carauari,-4.8828,-66.8958,73.49,98,100,3.49,BR,2021-01-30
513,Al Bardīyah,31.7561,25.0865,57.83,87,0,8.97,LY,2021-01-30
514,Mount Isa,-20.7333,139.5,86.0,51,73,9.22,AU,2021-01-30
515,Balkanabat,39.5108,54.3671,50.38,76,100,15.66,TM,2021-01-30
516,Nizhniy Odes,63.6445,54.856,-8.34,90,100,11.99,RU,2021-01-30
517,Isla Mujeres,21.2311,-86.731,79.0,78,40,6.91,MX,2021-01-30
518,Mizdah,31.4451,12.9801,55.6,38,60,6.06,LY,2021-01-30
519,Barra de Tecoanapa,16.5167,-98.75,78.31,71,4,4.45,MX,2021-01-30
520,Garoowe,8.4054,48.4845,60.58,94,21,7.94,SO,2021-01-30
521,Ariano Irpino,41.1489,15.0833,53.01,39,100,4.34,IT,2021-01-30
522,Uglovskoye,51.3557,80.1942,23.81,97,90,8.23,RU,2021-01-30
523,Songea,-10.6833,35.65,68.0,94,20,0.85,TZ,2021-01-30
524,Ust-Kuyga,70.0167,135.6,-35.32,80,90,3.31,RU,2021-01-30
525,Socuéllamos,39.2858,-2.7921,46.0,94,100,7.87,ES,2021-01-30
526,Marabu,4.4148,114.0089,78.8,100,40,4.61,MY,2021-01-30
527,Hongjiang,27.11,109.9956,48.81,81,100,0.98,CN,2021-01-30
528,Gizo Government Station,-8.103,156.8419,84.38,73,50,12.06,SB,2021-01-30
529,Curup,-3.4667,102.5333,71.26,87,88,3.69,ID,2021-01-30
530,Zyryanka,65.75,150.85,-20.72,85,0,3.74,RU,2021-01-30
531,Vestmanna,62.1564,-7.1664,32.0,100,40,10.36,FO,2021-01-30
532,Omsukchan,62.5333,155.8,-15.93,85,100,2.35,RU,2021-01-30
533,Kushima,31.4583,131.2333,48.2,93,75,8.05,JP,2021-01-30
534,Rocha,-34.4833,-54.3333,58.53,87,0,5.55,UY,2021-01-30
535,Saint-Chamond,45.4737,4.5254,53.6,62,0,5.75,FR,2021-01-30
536,Jieshi,22.8134,115.8257,64.99,76,0,4.83,CN,2021-01-30
537,Anito,12.4497,125.2886,81.23,80,5,8.88,PH,2021-01-30
538,Savannah Bight,16.45,-85.85,82.4,74,1,3.44,HN,2021-01-30
539,Verāval,20.9,70.3667,67.93,33,0,18.66,IN,2021-01-30
540,Haimen,23.1935,116.6142,59.0,94,0,2.24,CN,2021-01-30
541,Ziarat,30.3823,67.7282,31.86,58,0,3.4,PK,2021-01-30
542,Padang,-0.9492,100.3543,77.0,88,20,2.3,ID,2021-01-30
543,Pokhara,28.2333,83.9833,47.44,48,0,7.11,NP,2021-01-30
544,High Prairie,55.4334,-116.4858,-11.2,77,100,6.91,CA,2021-01-30
545,Linxia Chengguanzhen,35.6003,103.2064,28.58,69,100,1.79,CN,2021-01-30
546,Vengerovo,55.6848,76.7471,28.69,99,100,9.04,RU,2021-01-30
547,Bima,-8.4667,118.7167,76.96,88,100,2.28,ID,2021-01-30
548,Boa Vista,2.8197,-60.6733,80.6,69,0,11.5,BR,2021-01-30
549,Balakhninskiy,58.0106,114.2769,-4.49,87,100,1.63,RU,2021-01-30
550,Humaitá,-7.5061,-63.0208,75.45,96,100,1.97,BR,2021-01-30
551,Mingshui,36.7167,117.5,51.01,39,0,1.01,CN,2021-01-30
552,Tamandaré,-8.7597,-35.1047,78.15,81,6,7.36,BR,2021-01-30
553,Øksfjord,70.2396,22.3479,28.0,68,75,10.36,NO,2021-01-30
554,Flin Flon,54.7682,-101.865,-18.4,69,1,13.8,CA,2021-01-30
555,Leh,34.1667,77.5833,0.99,60,0,2.53,IN,2021-01-30
556,Dunedin,-45.8742,170.5036,61.0,73,34,28.01,NZ,2021-01-30
557,Xixiang,35.1628,112.865,50.9,39,0,5.35,CN,2021-01-30
558,Pimentel,-6.8367,-79.9342,71.6,78,90,16.11,PE,2021-01-30
559,Laguna,38.421,-121.4238,62.6,39,1,6.91,US,2021-01-30
560,Mosquera,4.7059,-74.2302,55.4,76,40,6.91,CO,2021-01-30
561,Grand-Santi,4.25,-54.3833,72.79,96,72,2.77,GF,2021-01-30
562,Bakchar,57.0186,82.0711,9.0,96,90,5.75,RU,2021-01-30
563,Delfzijl,53.33,6.9181,35.01,97,100,8.01,NL,2021-01-30
564,Bangassou,4.7413,22.8184,67.62,46,3,1.16,CF,2021-01-30
565,Waddān,29.1614,16.139,59.49,35,98,6.55,LY,2021-01-30
566,High Level,58.5169,-117.136,-16.6,69,1,5.75,CA,2021-01-30
567,Soubre,5.7856,-6.6083,76.1,90,0,4.5,CI,2021-01-30
568,Westport,41.1415,-73.3579,37.99,87,1,6.91,US,2021-01-30
569,Amapá,1.0,-52.0,73.26,97,100,3.49,BR,2021-01-30
570,Naryan-Mar,67.6713,53.087,-11.09,90,33,9.51,RU,2021-01-30
571,Santa Isabel Rio Negro,-0.4139,-65.0192,76.5,94,100,0.85,BR,2021-01-30
572,Mount Gambier,-37.8333,140.7667,64.4,68,40,13.8,AU,2021-01-30
573,Petropavlovsk-Kamchatskiy,53.0452,158.6483,5.0,61,75,11.18,RU,2021-01-30
574,Ust-Tsilma,65.441,52.1498,-14.96,87,98,8.77,RU,2021-01-30
575,Heishan,41.6892,122.1128,26.29,87,73,9.95,CN,2021-01-30
576,Kirakira,-10.4544,161.9205,83.91,76,100,11.03,SB,2021-01-30
577,Naze,28.3667,129.4833,69.8,64,20,16.11,JP,2021-01-30
578,Cascais,38.6979,-9.4215,55.0,93,40,11.5,PT,2021-01-30
579,Buchanan,5.8808,-10.0467,77.0,94,20,6.6,LR,2021-01-30
580,Ballina,-28.8667,153.5667,81.0,69,75,6.91,AU,2021-01-30
581,Olavarría,-36.8927,-60.3225,71.24,30,0,5.46,AR,2021-01-30
582,Marawi,7.9986,124.2928,79.0,79,0,4.0,PH,2021-01-30
583,Pacifica,37.6138,-122.4869,57.2,62,1,18.41,US,2021-01-30
584,Oriximiná,-1.7656,-55.8661,82.72,66,87,3.58,BR,2021-01-30
585,Manzhouli,49.6,117.4333,-5.44,89,8,8.01,CN,2021-01-30
586,Colesberg,-30.72,25.0972,67.08,76,0,8.97,ZA,2021-01-30
587,Ierapetra,35.01,25.7353,55.99,86,0,3.02,GR,2021-01-30
588,Totskoye,52.5248,52.7623,34.18,97,100,6.78,RU,2021-01-30
589,Pimenta Bueno,-11.6725,-61.1936,76.17,92,100,0.34,BR,2021-01-30
590,Tangjiazhuang,39.7333,118.45,40.71,61,0,7.43,CN,2021-01-30
591,Mesiméri,40.412,23.0059,55.0,87,75,4.61,GR,2021-01-30
592,Matagami,49.7502,-77.6328,28.4,86,90,21.85,CA,2021-01-30
593,Coyhaique,-45.5752,-72.0662,73.4,46,0,2.3,CL,2021-01-30
594,Campbell River,50.0163,-125.2446,48.2,61,40,6.91,CA,2021-01-30
595,Biloela,-24.4167,150.5,87.31,42,100,2.75,AU,2021-01-30
596,Diré,12.2833,-10.9667,73.13,20,1,1.34,ML,2021-01-30
597,Huiloapan,18.75,-97.3167,58.77,47,0,3.49,MX,2021-01-30
598,Colombo,6.9319,79.8478,73.4,88,0,6.91,LK,2021-01-30
599,Bhuj,23.2667,69.6667,57.34,57,0,5.61,IN,2021-01-30
600,Uvat,59.1433,68.8953,33.87,96,100,8.66,RU,2021-01-30
601,Aspindza,41.5739,43.2483,29.84,90,24,3.06,GE,2021-01-30
602,Cururupu,-1.8283,-44.8683,75.0,86,3,3.98,BR,2021-01-30
603,Yuanping,38.7153,112.7575,33.33,74,0,1.97,CN,2021-01-30
604,Yining,29.0361,114.5636,50.23,84,90,1.36,CN,2021-01-30
605,Khorixas,-20.3667,14.9667,72.73,53,2,3.56,NA,2021-01-30
606,Rovaniemi,66.5,25.7167,15.8,92,90,9.22,FI,2021-01-30
607,Sugod,12.987,124.0805,80.06,83,67,10.07,PH,2021-01-30
608,Whitianga,-36.8333,175.7,69.03,53,100,10.98,NZ,2021-01-30
609,Lokosovo,61.1333,74.8167,15.46,97,100,8.01,RU,2021-01-30
610,Acarigua,9.5545,-69.1956,79.27,68,100,7.58,VE,2021-01-30
611,Dicabisagan,17.0818,122.4157,76.55,80,57,5.53,PH,2021-01-30
612,Puerto del Rosario,28.5004,-13.8627,55.4,76,0,10.36,ES,2021-01-30
613,Balkhash,46.844,74.9804,19.47,97,28,7.25,KZ,2021-01-30
614,Khovd,48.0056,91.6419,9.63,89,36,0.89,MN,2021-01-30
615,Kaoma,-14.7833,24.8,65.46,96,100,2.33,ZM,2021-01-30
616,Guiratinga,-16.3494,-53.7583,73.54,90,100,2.24,BR,2021-01-30
617,Diffa,13.3154,12.6113,63.97,39,0,11.65,NE,2021-01-30
618,Andenes,69.3143,16.1194,32.0,80,100,28.77,NO,2021-01-30
619,Guiren,33.6697,118.1889,49.39,62,0,12.28,CN,2021-01-30
620,Ust-Nera,64.5667,143.2,-12.19,81,100,3.91,RU,2021-01-30
621,Batagay,67.6333,134.6333,-32.21,82,100,1.97,RU,2021-01-30
622,Katherine,-14.4667,132.2667,77.0,94,90,4.61,AU,2021-01-30
623,Ulaanbaatar,47.9077,106.8832,-7.6,77,0,2.24,MN,2021-01-30
624,Emerald,-23.5333,148.1667,88.0,54,40,8.05,AU,2021-01-30
625,Tyukhtet,56.5389,89.3011,8.35,91,95,6.44,RU,2021-01-30
626,Moroni,-11.7022,43.2551,80.78,71,61,0.81,KM,2021-01-30
627,Szczytno,53.5626,20.9875,8.6,92,40,1.14,PL,2021-01-30
628,Kovdor,67.5662,30.4758,11.34,96,100,4.94,RU,2021-01-30
629,Sechura,-5.5569,-80.8222,77.81,62,94,16.4,PE,2021-01-30
630,Tabory,58.5198,64.5495,35.04,96,100,11.32,RU,2021-01-30
631,Turukhansk,65.8167,87.9833,-26.3,86,100,6.93,RU,2021-01-30
632,Kenderes,47.25,20.6833,39.2,100,90,6.91,HU,2021-01-30
633,Payo,-3.7508,103.6372,75.65,93,100,3.94,ID,2021-01-30
634,Qaqortoq,60.7167,-46.0333,12.2,57,0,5.75,GL,2021-01-30
635,Abu Dhabi,24.4667,54.3667,69.8,46,0,11.5,AE,2021-01-30
636,Coxim,-18.5067,-54.76,75.87,76,96,3.69,BR,2021-01-30
637,Taltal,-25.4,-70.4833,63.82,79,30,2.08,CL,2021-01-30
638,Lamu,-2.2717,40.902,76.03,89,33,9.24,KE,2021-01-30
639,Ketchikan,55.3422,-131.6461,37.4,87,90,3.44,US,2021-01-30
640,Lovozero,68.005,35.0117,10.65,95,100,4.07,RU,2021-01-30
641,Neyshabur,36.2133,58.7958,47.23,45,42,3.2,IR,2021-01-30
642,Lufilufi,-13.8745,-171.5986,75.2,94,90,13.8,WS,2021-01-30
643,Airai,-8.9266,125.4092,67.15,96,100,5.1,TL,2021-01-30
644,Bako,5.7833,36.5667,68.04,48,0,3.31,ET,2021-01-30
645,Jasper,37.2001,-94.3502,45.0,45,1,3.44,US,2021-01-30
646,Itarema,-2.9248,-39.9167,78.01,83,28,11.63,BR,2021-01-30
647,Mokhsogollokh,61.4681,128.9203,-36.45,80,100,3.24,RU,2021-01-30
648,Passira,-7.995,-35.5806,73.54,83,10,4.61,BR,2021-01-30
649,Fountain Hills,33.6117,-111.7174,66.0,19,1,5.75,US,2021-01-30
650,Shenjiamen,29.9576,122.298,49.17,86,34,7.09,CN,2021-01-30
651,Gualaquiza,-3.4,-78.55,65.57,89,100,1.54,EC,2021-01-30
652,Zaysan,47.4667,84.8667,18.39,91,100,0.51,KZ,2021-01-30
653,Antofagasta,-23.65,-70.4,66.2,77,90,10.36,CL,2021-01-30
654,Aguada de Pasajeros,22.385,-80.8508,78.8,65,0,6.91,CU,2021-01-30
655,Chabahar,25.2919,60.643,65.82,63,0,4.85,IR,2021-01-30
656,Quatre Cocos,-20.2078,57.7625,77.0,88,75,6.91,MU,2021-01-30
657,Graaff-Reinet,-32.2522,24.5308,63.0,91,32,2.82,ZA,2021-01-30
658,Katsuura,35.1333,140.3,52.0,49,20,3.44,JP,2021-01-30
659,Banda Aceh,5.5577,95.3222,78.64,79,3,10.18,ID,2021-01-30
660,Avera,33.194,-82.5271,51.8,40,1,5.75,US,2021-01-30
661,Bousso,10.4795,16.7117,70.74,21,1,7.27,TD,2021-01-30
662,Odlābāri,26.8333,88.6167,59.29,54,13,5.44,IN,2021-01-30
663,Orlik,52.5178,99.825,-10.14,80,98,1.74,RU,2021-01-30
664,Manta,-0.95,-80.7333,78.8,83,75,6.91,EC,2021-01-30
665,Bonthe,7.5264,-12.505,77.41,81,1,8.03,SL,2021-01-30
666,Qasigiannguit,68.8193,-51.1922,10.4,31,100,13.8,GL,2021-01-30
667,Tongren,27.7172,109.1853,49.57,85,97,0.6,CN,2021-01-30
668,Gazli,40.1333,63.45,50.68,44,96,14.9,UZ,2021-01-30
669,Lloydminster,53.2835,-110.0016,-14.8,64,40,12.66,CA,2021-01-30
670,Chadiza,-14.0678,32.4392,65.16,97,100,2.19,ZM,2021-01-30
671,Byron Bay,-28.65,153.6167,80.6,69,75,6.91,AU,2021-01-30
672,Kamaishi,39.2667,141.8833,33.8,93,75,6.91,JP,2021-01-30
673,Saint-Augustin,51.226,-58.6502,29.61,97,98,12.66,CA,2021-01-30
674,Novouzensk,50.4592,48.1431,21.43,96,100,23.78,RU,2021-01-30
675,Altay,47.8667,88.1167,16.0,83,77,2.73,CN,2021-01-30
676,Cascavel,-24.9558,-53.4553,60.01,84,0,5.82,BR,2021-01-30
677,Sur,22.5667,59.5289,63.28,61,0,6.38,OM,2021-01-30
678,Isabela,6.7085,121.9711,80.6,78,75,3.44,PH,2021-01-30
679,Panabá,21.2833,-88.2667,73.65,74,0,11.72,MX,2021-01-30
680,Preobrazheniye,42.9019,133.9064,30.63,88,13,1.88,RU,2021-01-30
681,Lamar,33.6668,-95.5836,46.4,42,20,5.75,US,2021-01-30
